"id" "setsize" "ss_lin" "ss_fac" "rsizeCorrect" "rsizeList" "rsizeNPL" "correct" "intrusion" "new"
"123" "11" 8 3 "8" 1 4 0 17 6 0
"124" "12" 8 3 "8" 1 4 0 13 10 0
"125" "13" 8 3 "8" 1 4 0 15 8 0
"126" "14" 8 3 "8" 1 4 0 13 10 0
"127" "15" 8 3 "8" 1 4 0 19 4 0
"128" "16" 8 3 "8" 1 4 0 12 11 0
"129" "17" 8 3 "8" 1 4 0 21 2 0
"130" "18" 8 3 "8" 1 4 0 22 1 0
"131" "19" 8 3 "8" 1 4 0 19 4 0
"132" "2" 8 3 "8" 1 4 0 16 7 0
"133" "20" 8 3 "8" 1 4 0 17 6 0
"134" "3" 8 3 "8" 1 4 0 17 6 0
"135" "4" 8 3 "8" 1 4 0 16 7 0
"136" "5" 8 3 "8" 1 4 0 12 11 0
"137" "6" 8 3 "8" 1 4 0 6 17 0
"138" "7" 8 3 "8" 1 4 0 12 11 0
"139" "8" 8 3 "8" 1 4 0 22 1 0
"140" "9" 8 3 "8" 1 4 0 10 13 0
"141" "1" 6 1 "6" 1 6 0 20 3 0
"142" "10" 6 1 "6" 1 6 0 21 2 0
"143" "11" 6 1 "6" 1 6 0 21 2 0
"144" "12" 6 1 "6" 1 6 0 19 4 0
"145" "13" 6 1 "6" 1 6 0 20 3 0
"146" "14" 6 1 "6" 1 6 0 15 8 0
"147" "15" 6 1 "6" 1 6 0 19 4 0
"148" "16" 6 1 "6" 1 6 0 8 15 0
"149" "17" 6 1 "6" 1 6 0 22 1 0
"150" "18" 6 1 "6" 1 6 0 20 3 0
"151" "19" 6 1 "6" 1 6 0 22 1 0
"152" "2" 6 1 "6" 1 6 0 22 1 0
"153" "20" 6 1 "6" 1 6 0 17 6 0
"154" "3" 6 1 "6" 1 6 0 19 4 0
"155" "4" 6 1 "6" 1 6 0 19 4 0
"156" "5" 6 1 "6" 1 6 0 19 4 0
"157" "6" 6 1 "6" 1 6 0 14 9 0
"158" "7" 6 1 "6" 1 6 0 15 8 0
"159" "8" 6 1 "6" 1 6 0 21 2 0
"160" "9" 6 1 "6" 1 6 0 11 12 0
"161" "1" 8 3 "8" 1 6 0 14 9 0
"162" "10" 8 3 "8" 1 6 0 19 4 0
"163" "11" 8 3 "8" 1 6 0 20 3 0
"164" "12" 8 3 "8" 1 6 0 12 11 0
"165" "13" 8 3 "8" 1 6 0 17 6 0
"166" "14" 8 3 "8" 1 6 0 14 9 0
"167" "15" 8 3 "8" 1 6 0 19 4 0
"168" "16" 8 3 "8" 1 6 0 9 14 0
"169" "17" 8 3 "8" 1 6 0 20 3 0
"170" "18" 8 3 "8" 1 6 0 21 2 0
"171" "19" 8 3 "8" 1 6 0 16 7 0
"172" "2" 8 3 "8" 1 6 0 17 6 0
"173" "20" 8 3 "8" 1 6 0 18 5 0
"174" "3" 8 3 "8" 1 6 0 17 6 0
"175" "4" 8 3 "8" 1 6 0 9 14 0
"176" "5" 8 3 "8" 1 6 0 13 10 0
"177" "6" 8 3 "8" 1 6 0 8 15 0
"178" "7" 8 3 "8" 1 6 0 13 10 0
"179" "8" 8 3 "8" 1 6 0 17 6 0
"180" "9" 8 3 "8" 1 6 0 13 10 0
"181" "1" 8 3 "8" 1 8 0 12 11 0
"182" "10" 8 3 "8" 1 8 0 15 8 0
"183" "11" 8 3 "8" 1 8 0 17 6 0
"184" "12" 8 3 "8" 1 8 0 10 13 0
"185" "13" 8 3 "8" 1 8 0 17 6 0
"186" "14" 8 3 "8" 1 8 0 8 15 0
"187" "15" 8 3 "8" 1 8 0 18 5 0
"188" "16" 8 3 "8" 1 8 0 8 15 0
"189" "17" 8 3 "8" 1 8 0 21 2 0
"190" "18" 8 3 "8" 1 8 0 16 7 0
"191" "19" 8 3 "8" 1 8 0 16 7 0
"192" "2" 8 3 "8" 1 8 0 20 3 0
"193" "20" 8 3 "8" 1 8 0 12 11 0
"194" "3" 8 3 "8" 1 8 0 13 10 0
"195" "4" 8 3 "8" 1 8 0 15 8 0
"196" "5" 8 3 "8" 1 8 0 14 9 0
"197" "6" 8 3 "8" 1 8 0 8 15 0
"198" "7" 8 3 "8" 1 8 0 6 17 0
"199" "8" 8 3 "8" 1 8 0 14 9 0
"200" "9" 8 3 "8" 1 8 0 12 11 0
"201" "1" 2 -3 "2" 1 1 1 23 0 0
"202" "10" 2 -3 "2" 1 1 1 23 0 0
"203" "11" 2 -3 "2" 1 1 1 23 0 0
"204" "12" 2 -3 "2" 1 1 1 23 0 0
"205" "13" 2 -3 "2" 1 1 1 23 0 0
"206" "14" 2 -3 "2" 1 1 1 23 0 0
"207" "15" 2 -3 "2" 1 1 1 23 0 0
"208" "16" 2 -3 "2" 1 1 1 23 0 0
"209" "17" 2 -3 "2" 1 1 1 22 0 1
"210" "18" 2 -3 "2" 1 1 1 23 0 0
"211" "19" 2 -3 "2" 1 1 1 23 0 0
"212" "2" 2 -3 "2" 1 1 1 23 0 0
"213" "20" 2 -3 "2" 1 1 1 23 0 0
"214" "3" 2 -3 "2" 1 1 1 23 0 0
"215" "4" 2 -3 "2" 1 1 1 23 0 0
"216" "5" 2 -3 "2" 1 1 1 23 0 0
"217" "6" 2 -3 "2" 1 1 1 21 0 2
"218" "7" 2 -3 "2" 1 1 1 23 0 0
"219" "8" 2 -3 "2" 1 1 1 23 0 0
"220" "9" 2 -3 "2" 1 1 1 23 0 0
"221" "1" 4 -1 "4" 1 1 1 23 0 0
"222" "10" 4 -1 "4" 1 1 1 23 0 0
"223" "11" 4 -1 "4" 1 1 1 23 0 0
"224" "12" 4 -1 "4" 1 1 1 23 0 0
"225" "13" 4 -1 "4" 1 1 1 23 0 0
"226" "14" 4 -1 "4" 1 1 1 23 0 0
"227" "15" 4 -1 "4" 1 1 1 23 0 0
"228" "16" 4 -1 "4" 1 1 1 23 0 0
"229" "17" 4 -1 "4" 1 1 1 23 0 0
"230" "18" 4 -1 "4" 1 1 1 23 0 0
"231" "19" 4 -1 "4" 1 1 1 22 0 1
"232" "2" 4 -1 "4" 1 1 1 23 0 0
"233" "20" 4 -1 "4" 1 1 1 23 0 0
"234" "3" 4 -1 "4" 1 1 1 23 0 0
"235" "4" 4 -1 "4" 1 1 1 23 0 0
"236" "5" 4 -1 "4" 1 1 1 23 0 0
"237" "6" 4 -1 "4" 1 1 1 21 0 2
"238" "7" 4 -1 "4" 1 1 1 23 0 0
"239" "8" 4 -1 "4" 1 1 1 23 0 0
"240" "9" 4 -1 "4" 1 1 1 23 0 0
"241" "1" 6 1 "6" 1 1 1 21 0 2
"242" "10" 6 1 "6" 1 1 1 22 0 1
"243" "11" 6 1 "6" 1 1 1 21 0 2
"244" "12" 6 1 "6" 1 1 1 21 0 2
"245" "13" 6 1 "6" 1 1 1 22 0 1
"246" "14" 6 1 "6" 1 1 1 20 0 3
"247" "15" 6 1 "6" 1 1 1 22 0 1
"248" "16" 6 1 "6" 1 1 1 22 0 1
"249" "17" 6 1 "6" 1 1 1 22 0 1
"250" "18" 6 1 "6" 1 1 1 23 0 0
"251" "19" 6 1 "6" 1 1 1 22 0 1
"252" "2" 6 1 "6" 1 1 1 23 0 0
"253" "20" 6 1 "6" 1 1 1 22 0 1
"254" "3" 6 1 "6" 1 1 1 22 0 1
"255" "4" 6 1 "6" 1 1 1 22 0 1
"256" "5" 6 1 "6" 1 1 1 23 0 0
"257" "6" 6 1 "6" 1 1 1 18 0 5
"258" "7" 6 1 "6" 1 1 1 18 0 5
"259" "8" 6 1 "6" 1 1 1 20 0 3
"260" "9" 6 1 "6" 1 1 1 23 0 0
"261" "1" 8 3 "8" 1 1 1 22 0 1
"262" "10" 8 3 "8" 1 1 1 21 0 2
"263" "11" 8 3 "8" 1 1 1 20 0 3
"264" "12" 8 3 "8" 1 1 1 18 0 5
"265" "13" 8 3 "8" 1 1 1 22 0 1
"266" "14" 8 3 "8" 1 1 1 19 0 4
"267" "15" 8 3 "8" 1 1 1 22 0 1
"268" "16" 8 3 "8" 1 1 1 20 0 3
"269" "17" 8 3 "8" 1 1 1 22 0 1
"270" "18" 8 3 "8" 1 1 1 22 0 1
"271" "19" 8 3 "8" 1 1 1 23 0 0
"272" "2" 8 3 "8" 1 1 1 19 0 4
"273" "20" 8 3 "8" 1 1 1 23 0 0
"274" "3" 8 3 "8" 1 1 1 20 0 3
"275" "4" 8 3 "8" 1 1 1 21 0 2
"276" "5" 8 3 "8" 1 1 1 23 0 0
"277" "6" 8 3 "8" 1 1 1 17 0 6
"278" "7" 8 3 "8" 1 1 1 19 0 4
"279" "8" 8 3 "8" 1 1 1 22 0 1
"280" "9" 8 3 "8" 1 1 1 19 0 4
"281" "1" 2 -3 "2" 1 2 2 23 0 0
"282" "10" 2 -3 "2" 1 2 2 23 0 0
"283" "11" 2 -3 "2" 1 2 2 22 1 0
"284" "12" 2 -3 "2" 1 2 2 21 0 2
"285" "13" 2 -3 "2" 1 2 2 23 0 0
"286" "14" 2 -3 "2" 1 2 2 23 0 0
"287" "15" 2 -3 "2" 1 2 2 23 0 0
"288" "16" 2 -3 "2" 1 2 2 23 0 0
"289" "17" 2 -3 "2" 1 2 2 23 0 0
"290" "18" 2 -3 "2" 1 2 2 23 0 0
"291" "19" 2 -3 "2" 1 2 2 22 1 0
"292" "2" 2 -3 "2" 1 2 2 23 0 0
"293" "20" 2 -3 "2" 1 2 2 23 0 0
"294" "3" 2 -3 "2" 1 2 2 23 0 0
"295" "4" 2 -3 "2" 1 2 2 23 0 0
"296" "5" 2 -3 "2" 1 2 2 23 0 0
"297" "6" 2 -3 "2" 1 2 2 19 2 2
"298" "7" 2 -3 "2" 1 2 2 23 0 0
"299" "8" 2 -3 "2" 1 2 2 23 0 0
"300" "9" 2 -3 "2" 1 2 2 22 0 1
"301" "1" 4 -1 "4" 1 2 2 23 0 0
"302" "10" 4 -1 "4" 1 2 2 22 0 1
"303" "11" 4 -1 "4" 1 2 2 23 0 0
"304" "12" 4 -1 "4" 1 2 2 20 2 1
"305" "13" 4 -1 "4" 1 2 2 23 0 0
"306" "14" 4 -1 "4" 1 2 2 19 1 3
"307" "15" 4 -1 "4" 1 2 2 22 0 1
"308" "16" 4 -1 "4" 1 2 2 20 1 2
"309" "17" 4 -1 "4" 1 2 2 23 0 0
"310" "18" 4 -1 "4" 1 2 2 23 0 0
"311" "19" 4 -1 "4" 1 2 2 22 1 0
"312" "2" 4 -1 "4" 1 2 2 22 1 0
"313" "20" 4 -1 "4" 1 2 2 22 1 0
"314" "3" 4 -1 "4" 1 2 2 23 0 0
"315" "4" 4 -1 "4" 1 2 2 23 0 0
"316" "5" 4 -1 "4" 1 2 2 23 0 0
"317" "6" 4 -1 "4" 1 2 2 19 2 2
"318" "7" 4 -1 "4" 1 2 2 21 2 0
"319" "8" 4 -1 "4" 1 2 2 23 0 0
"320" "9" 4 -1 "4" 1 2 2 23 0 0
"321" "1" 6 1 "6" 1 2 2 21 2 0
"322" "10" 6 1 "6" 1 2 2 23 0 0
"323" "11" 6 1 "6" 1 2 2 21 2 0
"324" "12" 6 1 "6" 1 2 2 17 3 3
"325" "13" 6 1 "6" 1 2 2 19 1 3
"326" "14" 6 1 "6" 1 2 2 21 1 1
"327" "15" 6 1 "6" 1 2 2 22 1 0
"328" "16" 6 1 "6" 1 2 2 15 6 2
"329" "17" 6 1 "6" 1 2 2 21 0 2
"330" "18" 6 1 "6" 1 2 2 21 2 0
"331" "19" 6 1 "6" 1 2 2 23 0 0
"332" "2" 6 1 "6" 1 2 2 22 1 0
"333" "20" 6 1 "6" 1 2 2 20 1 2
"334" "3" 6 1 "6" 1 2 2 21 1 1
"335" "4" 6 1 "6" 1 2 2 22 1 0
"336" "5" 6 1 "6" 1 2 2 17 5 1
"337" "6" 6 1 "6" 1 2 2 18 2 3
"338" "7" 6 1 "6" 1 2 2 16 2 5
"339" "8" 6 1 "6" 1 2 2 21 1 1
"340" "9" 6 1 "6" 1 2 2 16 6 1
"341" "1" 8 3 "8" 1 2 2 21 1 1
"342" "10" 8 3 "8" 1 2 2 18 3 2
"343" "11" 8 3 "8" 1 2 2 21 1 1
"344" "12" 8 3 "8" 1 2 2 12 3 8
"345" "13" 8 3 "8" 1 2 2 20 1 2
"346" "14" 8 3 "8" 1 2 2 15 6 2
"347" "15" 8 3 "8" 1 2 2 17 2 4
"348" "16" 8 3 "8" 1 2 2 15 3 5
"349" "17" 8 3 "8" 1 2 2 22 0 1
"350" "18" 8 3 "8" 1 2 2 19 2 2
"351" "19" 8 3 "8" 1 2 2 20 1 2
"352" "2" 8 3 "8" 1 2 2 22 0 1
"353" "20" 8 3 "8" 1 2 2 20 2 1
"354" "3" 8 3 "8" 1 2 2 14 4 5
"355" "4" 8 3 "8" 1 2 2 16 4 3
"356" "5" 8 3 "8" 1 2 2 16 5 2
"357" "6" 8 3 "8" 1 2 2 10 8 5
"358" "7" 8 3 "8" 1 2 2 15 6 2
"359" "8" 8 3 "8" 1 2 2 18 3 2
"360" "9" 8 3 "8" 1 2 2 16 3 4
"361" "1" 4 -1 "4" 1 4 4 23 0 0
"362" "10" 4 -1 "4" 1 4 4 23 0 0
"363" "11" 4 -1 "4" 1 4 4 22 1 0
"364" "12" 4 -1 "4" 1 4 4 23 0 0
"365" "13" 4 -1 "4" 1 4 4 23 0 0
"366" "14" 4 -1 "4" 1 4 4 17 5 1
"367" "15" 4 -1 "4" 1 4 4 23 0 0
"368" "16" 4 -1 "4" 1 4 4 22 1 0
"369" "17" 4 -1 "4" 1 4 4 22 1 0
"370" "18" 4 -1 "4" 1 4 4 22 1 0
"371" "19" 4 -1 "4" 1 4 4 23 0 0
"372" "2" 4 -1 "4" 1 4 4 23 0 0
"373" "20" 4 -1 "4" 1 4 4 23 0 0
"374" "3" 4 -1 "4" 1 4 4 22 1 0
"375" "4" 4 -1 "4" 1 4 4 23 0 0
"376" "5" 4 -1 "4" 1 4 4 23 0 0
"377" "6" 4 -1 "4" 1 4 4 19 3 1
"378" "7" 4 -1 "4" 1 4 4 19 4 0
"379" "8" 4 -1 "4" 1 4 4 23 0 0
"380" "9" 4 -1 "4" 1 4 4 23 0 0
"381" "1" 6 1 "6" 1 4 4 22 1 0
"382" "10" 6 1 "6" 1 4 4 20 2 1
"383" "11" 6 1 "6" 1 4 4 21 1 1
"384" "12" 6 1 "6" 1 4 4 17 5 1
"385" "13" 6 1 "6" 1 4 4 19 4 0
"386" "14" 6 1 "6" 1 4 4 15 4 4
"387" "15" 6 1 "6" 1 4 4 23 0 0
"388" "16" 6 1 "6" 1 4 4 15 6 2
"389" "17" 6 1 "6" 1 4 4 23 0 0
"390" "18" 6 1 "6" 1 4 4 21 2 0
"391" "19" 6 1 "6" 1 4 4 19 3 1
"392" "2" 6 1 "6" 1 4 4 23 0 0
"393" "20" 6 1 "6" 1 4 4 19 4 0
"394" "3" 6 1 "6" 1 4 4 18 4 1
"395" "4" 6 1 "6" 1 4 4 21 1 1
"396" "5" 6 1 "6" 1 4 4 20 3 0
"397" "6" 6 1 "6" 1 4 4 12 4 7
"398" "7" 6 1 "6" 1 4 4 13 7 3
"399" "8" 6 1 "6" 1 4 4 18 3 2
"400" "9" 6 1 "6" 1 4 4 10 9 4
"401" "1" 8 3 "8" 1 4 4 17 3 3
"402" "10" 8 3 "8" 1 4 4 19 2 2
"403" "11" 8 3 "8" 1 4 4 17 1 5
"404" "12" 8 3 "8" 1 4 4 8 10 5
"405" "13" 8 3 "8" 1 4 4 13 3 7
"406" "14" 8 3 "8" 1 4 4 11 8 4
"407" "15" 8 3 "8" 1 4 4 17 4 2
"408" "16" 8 3 "8" 1 4 4 9 12 2
"409" "17" 8 3 "8" 1 4 4 21 2 0
"410" "18" 8 3 "8" 1 4 4 19 4 0
"411" "19" 8 3 "8" 1 4 4 13 5 5
"412" "2" 8 3 "8" 1 4 4 22 1 0
"413" "20" 8 3 "8" 1 4 4 13 6 4
"414" "3" 8 3 "8" 1 4 4 14 6 3
"415" "4" 8 3 "8" 1 4 4 16 6 1
"416" "5" 8 3 "8" 1 4 4 13 9 1
"417" "6" 8 3 "8" 1 4 4 6 8 9
"418" "7" 8 3 "8" 1 4 4 9 7 7
"419" "8" 8 3 "8" 1 4 4 16 5 2
"420" "9" 8 3 "8" 1 4 4 12 7 4
"421" "1" 6 1 "6" 1 6 4 16 5 2
"422" "10" 6 1 "6" 1 6 4 21 1 1
"423" "11" 6 1 "6" 1 6 4 19 4 0
"424" "12" 6 1 "6" 1 6 4 16 4 3
"425" "13" 6 1 "6" 1 6 4 18 4 1
"426" "14" 6 1 "6" 1 6 4 14 8 1
"427" "15" 6 1 "6" 1 6 4 20 3 0
"428" "16" 6 1 "6" 1 6 4 10 12 1
"429" "17" 6 1 "6" 1 6 4 22 0 1
"430" "18" 6 1 "6" 1 6 4 19 2 2
"431" "19" 6 1 "6" 1 6 4 20 3 0
"432" "2" 6 1 "6" 1 6 4 21 1 1
"433" "20" 6 1 "6" 1 6 4 19 3 1
"434" "3" 6 1 "6" 1 6 4 17 5 1
"435" "4" 6 1 "6" 1 6 4 17 5 1
"436" "5" 6 1 "6" 1 6 4 17 6 0
"437" "6" 6 1 "6" 1 6 4 15 8 0
"438" "7" 6 1 "6" 1 6 4 13 7 3
"439" "8" 6 1 "6" 1 6 4 17 6 0
"440" "9" 6 1 "6" 1 6 4 14 8 1
"441" "1" 8 3 "8" 1 6 4 15 8 0
"442" "10" 8 3 "8" 1 6 4 17 5 1
"443" "11" 8 3 "8" 1 6 4 18 4 1
"444" "12" 8 3 "8" 1 6 4 8 13 2
"445" "13" 8 3 "8" 1 6 4 17 3 3
"446" "14" 8 3 "8" 1 6 4 12 9 2
"447" "15" 8 3 "8" 1 6 4 19 3 1
"448" "16" 8 3 "8" 1 6 4 10 11 2
"449" "17" 8 3 "8" 1 6 4 19 3 1
"450" "18" 8 3 "8" 1 6 4 17 3 3
"451" "19" 8 3 "8" 1 6 4 19 3 1
"452" "2" 8 3 "8" 1 6 4 20 2 1
"453" "20" 8 3 "8" 1 6 4 15 7 1
"454" "3" 8 3 "8" 1 6 4 9 14 0
"455" "4" 8 3 "8" 1 6 4 12 10 1
"456" "5" 8 3 "8" 1 6 4 15 6 2
"457" "6" 8 3 "8" 1 6 4 8 8 7
"458" "7" 8 3 "8" 1 6 4 12 8 3
"459" "8" 8 3 "8" 1 6 4 17 6 0
"460" "9" 8 3 "8" 1 6 4 8 11 4
"461" "1" 8 3 "8" 1 8 4 15 7 1
"462" "10" 8 3 "8" 1 8 4 18 4 1
"463" "11" 8 3 "8" 1 8 4 19 2 2
"464" "12" 8 3 "8" 1 8 4 9 13 1
"465" "13" 8 3 "8" 1 8 4 14 5 4
"466" "14" 8 3 "8" 1 8 4 11 7 5
"467" "15" 8 3 "8" 1 8 4 17 5 1
"468" "16" 8 3 "8" 1 8 4 10 9 4
"469" "17" 8 3 "8" 1 8 4 19 3 1
"470" "18" 8 3 "8" 1 8 4 21 2 0
"471" "19" 8 3 "8" 1 8 4 16 6 1
"472" "2" 8 3 "8" 1 8 4 18 4 1
"473" "20" 8 3 "8" 1 8 4 17 6 0
"474" "3" 8 3 "8" 1 8 4 16 7 0
"475" "4" 8 3 "8" 1 8 4 12 8 3
"476" "5" 8 3 "8" 1 8 4 11 7 5
"477" "6" 8 3 "8" 1 8 4 8 9 6
"478" "7" 8 3 "8" 1 8 4 8 10 5
"479" "8" 8 3 "8" 1 8 4 19 4 0
"480" "9" 8 3 "8" 1 8 4 7 14 2
