"participant_id","trial_number","condition","fix_duration","key_press","correct_key","correct","rt","correct_response","response"
"KRAA14",0,"easy",467,"control","control",TRUE,908,"red","red"
"KRAA14",1,"easy",530,"control","control",TRUE,569,"red","red"
"KRAA14",2,"easy",539,"control","control",TRUE,958,"red","red"
"KRAA14",3,"hard",550,"control","control",TRUE,475,"red","red"
"KRAA14",4,"easy",512,"control","control",TRUE,591,"red","red"
"KRAA14",5,"easy",584,"alt","alt",TRUE,679,"blue","blue"
"KRAA14",6,"easy",508,"alt","alt",TRUE,709,"blue","blue"
"KRAA14",7,"hard",495,"control","alt",FALSE,864,"blue","red"
"KRAA14",8,"easy",449,"alt","alt",TRUE,1271,"blue","blue"
"KRAA14",9,"easy",527,"alt","alt",TRUE,612,"blue","blue"
"KRAA14",10,"hard",534,"control","control",TRUE,1143,"red","red"
"KRAA14",11,"hard",476,"alt","alt",TRUE,829,"blue","blue"
"KRAA14",12,"easy",546,"alt","alt",TRUE,670,"blue","blue"
"KRAA14",13,"easy",576,"alt","alt",TRUE,604,"blue","blue"
"KRAA14",14,"easy",415,"alt","alt",TRUE,1025,"blue","blue"
"KRAA14",15,"easy",429,"control","control",TRUE,754,"red","red"
"KRAA14",16,"easy",439,"control","control",TRUE,1121,"red","red"
"KRAA14",17,"easy",525,"control","control",TRUE,516,"red","red"
"KRAA14",18,"hard",553,"control","alt",FALSE,738,"blue","red"
"KRAA14",19,"easy",562,"control","control",TRUE,628,"red","red"
"KRAA14",20,"easy",573,"alt","alt",TRUE,648,"blue","blue"
"KRAA14",21,"hard",476,"control","control",TRUE,656,"red","red"
"KRAA14",22,"hard",479,"control","control",TRUE,863,"red","red"
"KRAA14",23,"hard",530,"control","alt",FALSE,1184,"blue","red"
"KRAA14",24,"easy",499,"alt","alt",TRUE,835,"blue","blue"
"KRAA14",25,"easy",417,"alt","alt",TRUE,642,"blue","blue"
"KRAA14",26,"hard",511,"control","alt",FALSE,836,"blue","red"
"KRAA14",27,"hard",538,"alt","control",FALSE,1122,"red","blue"
"KRAA14",28,"easy",440,"control","control",TRUE,1815,"red","red"
"KRAA14",29,"easy",577,"alt","alt",TRUE,625,"blue","blue"
"KRAA14",30,"hard",514,"control","control",TRUE,816,"red","red"
"KRAA14",31,"easy",446,"alt","alt",TRUE,622,"blue","blue"
"KRAA14",32,"easy",415,"control","control",TRUE,753,"red","red"
"KRAA14",33,"hard",459,"control","alt",FALSE,1294,"blue","red"
"KRAA14",34,"easy",475,"control","control",TRUE,677,"red","red"
"KRAA14",35,"hard",588,"control","control",TRUE,678,"red","red"
"KRAA14",36,"hard",596,"alt","alt",TRUE,1108,"blue","blue"
"KRAA14",37,"easy",503,"control","control",TRUE,992,"red","red"
"KRAA14",38,"hard",486,"alt","alt",TRUE,703,"blue","blue"
"KRAA14",39,"hard",428,"alt","alt",TRUE,943,"blue","blue"
"KRAA14",40,"hard",554,"control","control",TRUE,737,"red","red"
"KRAA14",41,"easy",475,"control","control",TRUE,569,"red","red"
"KRAA14",42,"hard",410,"alt","alt",TRUE,589,"blue","blue"
"KRAA14",43,"easy",477,"alt","alt",TRUE,1337,"blue","blue"
"KRAA14",44,"easy",551,"control","control",TRUE,674,"red","red"
"KRAA14",45,"easy",444,"alt","alt",TRUE,1013,"blue","blue"
"KRAA14",46,"hard",498,"control","control",TRUE,1245,"red","red"
"KRAA14",47,"easy",512,"control","control",TRUE,909,"red","red"
"KRAA14",48,"hard",492,"alt","alt",TRUE,651,"blue","blue"
"KRAA14",49,"easy",549,"control","control",TRUE,635,"red","red"
"KRAA14",50,"easy",457,"alt","alt",TRUE,816,"blue","blue"
"KRAA14",51,"hard",524,"control","control",TRUE,1328,"red","red"
"KRAA14",52,"hard",485,"alt","alt",TRUE,1812,"blue","blue"
"KRAA14",53,"easy",448,"control","control",TRUE,1039,"red","red"
"KRAA14",54,"hard",586,"control","alt",FALSE,1390,"blue","red"
"KRAA14",55,"easy",431,"alt","alt",TRUE,632,"blue","blue"
"KRAA14",56,"hard",532,"alt","alt",TRUE,1392,"blue","blue"
"KRAA14",57,"hard",496,"alt","alt",TRUE,866,"blue","blue"
"KRAA14",58,"easy",547,"alt","alt",TRUE,1061,"blue","blue"
"KRAA14",59,"hard",537,"control","alt",FALSE,1331,"blue","red"
"KRAA14",60,"hard",531,"control","control",TRUE,1623,"red","red"
"KRAA14",61,"easy",431,"alt","alt",TRUE,810,"blue","blue"
"KRAA14",62,"hard",465,"alt","alt",TRUE,1575,"blue","blue"
"KRAA14",63,"hard",401,"control","control",TRUE,1117,"red","red"
"KRAA14",64,"hard",453,"alt","alt",TRUE,973,"blue","blue"
"KRAA14",65,"easy",416,"control","control",TRUE,814,"red","red"
"KRAA14",66,"easy",462,"alt","alt",TRUE,1553,"blue","blue"
"KRAA14",67,"hard",579,"control","control",TRUE,2051,"red","red"
"KRAA14",68,"hard",585,"control","control",TRUE,1158,"red","red"
"KRAA14",69,"easy",534,"alt","alt",TRUE,990,"blue","blue"
"KRAA14",70,"easy",536,"control","control",TRUE,1023,"red","red"
"KRAA14",71,"easy",426,"control","control",TRUE,734,"red","red"
"KRAA14",72,"easy",466,"control","control",TRUE,683,"red","red"
"KRAA14",73,"easy",424,"control","control",TRUE,1132,"red","red"
"KRAA14",74,"hard",414,"alt","control",FALSE,703,"red","blue"
"KRAA14",75,"easy",403,"control","control",TRUE,580,"red","red"
"KRAA14",76,"hard",445,"alt","alt",TRUE,861,"blue","blue"
"KRAA14",77,"hard",491,"control","alt",FALSE,1690,"blue","red"
"KRAA14",78,"hard",440,"control","control",TRUE,1131,"red","red"
"KRAA14",79,"hard",534,"alt","alt",TRUE,664,"blue","blue"
"KRAA14",80,"hard",498,"alt","alt",TRUE,1986,"blue","blue"
"KRAA14",81,"hard",412,"alt","alt",TRUE,826,"blue","blue"
"KRAA14",82,"easy",486,"control","control",TRUE,655,"red","red"
"KRAA14",83,"easy",478,"alt","alt",TRUE,1145,"blue","blue"
"KRAA14",84,"easy",414,"control","control",TRUE,650,"red","red"
"KRAA14",85,"easy",505,"control","control",TRUE,983,"red","red"
"KRAA14",86,"easy",414,"alt","alt",TRUE,1122,"blue","blue"
"KRAA14",87,"hard",423,"control","control",TRUE,768,"red","red"
"KRAA14",88,"hard",459,"control","alt",FALSE,624,"blue","red"
"KRAA14",89,"easy",561,"alt","alt",TRUE,656,"blue","blue"
"KRAA14",90,"easy",560,"alt","alt",TRUE,663,"blue","blue"
"KRAA14",91,"easy",469,"alt","alt",TRUE,722,"blue","blue"
"KRAA14",92,"easy",503,"control","control",TRUE,1032,"red","red"
"KRAA14",93,"hard",580,"control","control",TRUE,945,"red","red"
"KRAA14",94,"hard",529,"control","alt",FALSE,790,"blue","red"
"KRAA14",95,"hard",493,"control","control",TRUE,823,"red","red"
"KRAA14",96,"hard",443,"control","control",TRUE,589,"red","red"
"KRAA14",97,"easy",600,"control","control",TRUE,574,"red","red"
"KRAA14",98,"hard",493,"control","alt",FALSE,1364,"blue","red"
"KRAA14",99,"easy",550,"alt","alt",TRUE,667,"blue","blue"
"KRAA14",100,"hard",566,"alt","alt",TRUE,1536,"blue","blue"
"KRAA14",101,"hard",591,"control","control",TRUE,1069,"red","red"
"KRAA14",102,"easy",467,"alt","alt",TRUE,695,"blue","blue"
"KRAA14",103,"easy",492,"control","control",TRUE,522,"red","red"
"KRAA14",104,"hard",572,"control","control",TRUE,1232,"red","red"
"KRAA14",105,"hard",484,"alt","alt",TRUE,736,"blue","blue"
"KRAA14",106,"hard",543,"alt","alt",TRUE,886,"blue","blue"
"KRAA14",107,"hard",482,"control","control",TRUE,1992,"red","red"
"KRAA14",108,"easy",424,"control","control",TRUE,630,"red","red"
"KRAA14",109,"hard",572,"alt","alt",TRUE,821,"blue","blue"
"KRAA14",110,"hard",402,"alt","alt",TRUE,695,"blue","blue"
"KRAA14",111,"easy",478,"alt","alt",TRUE,840,"blue","blue"
"KRAA14",112,"hard",479,"alt","alt",TRUE,658,"blue","blue"
"KRAA14",113,"easy",589,"control","control",TRUE,774,"red","red"
"KRAA14",114,"hard",532,"alt","alt",TRUE,806,"blue","blue"
"KRAA14",115,"easy",503,"alt","alt",TRUE,1557,"blue","blue"
"KRAA14",116,"easy",576,"control","control",TRUE,1032,"red","red"
"KRAA14",117,"hard",497,"alt","control",FALSE,880,"red","blue"
"KRAA14",118,"hard",512,"alt","alt",TRUE,1390,"blue","blue"
"KRAA14",119,"easy",512,"control","control",TRUE,669,"red","red"
"KRAA14",120,"easy",582,"control","control",TRUE,1516,"red","red"
"KRAA14",121,"easy",564,"alt","alt",TRUE,1148,"blue","blue"
"KRAA14",122,"easy",406,"alt","alt",TRUE,2059,"blue","blue"
"KRAA14",123,"hard",590,"alt","control",FALSE,1485,"red","blue"
"KRAA14",124,"easy",504,"alt","alt",TRUE,1262,"blue","blue"
"KRAA14",125,"easy",575,"control","control",TRUE,696,"red","red"
"KRAA14",126,"easy",503,"alt","alt",TRUE,749,"blue","blue"
"KRAA14",127,"easy",413,"alt","alt",TRUE,1473,"blue","blue"
"KRAA14",128,"hard",429,"alt","alt",TRUE,902,"blue","blue"
"KRAA14",129,"hard",489,"alt","alt",TRUE,935,"blue","blue"
"KRAA14",130,"easy",471,"alt","alt",TRUE,652,"blue","blue"
"KRAA14",131,"hard",439,"alt","alt",TRUE,838,"blue","blue"
"KRAA14",132,"hard",551,"alt","control",FALSE,782,"red","blue"
"KRAA14",133,"hard",467,"control","alt",FALSE,650,"blue","red"
"KRAA14",134,"hard",537,"control","control",TRUE,913,"red","red"
"KRAA14",135,"hard",506,"control","control",TRUE,911,"red","red"
"KRAA14",136,"easy",528,"alt","alt",TRUE,625,"blue","blue"
"KRAA14",137,"easy",538,"alt","alt",TRUE,1242,"blue","blue"
"KRAA14",138,"hard",453,"control","control",TRUE,1005,"red","red"
"KRAA14",139,"easy",464,"alt","alt",TRUE,657,"blue","blue"
"KRAA14",140,"easy",548,"control","control",TRUE,570,"red","red"
"KRAA14",141,"easy",487,"alt","alt",TRUE,705,"blue","blue"
"KRAA14",142,"hard",470,"control","control",TRUE,1383,"red","red"
"KRAA14",143,"easy",577,"alt","alt",TRUE,863,"blue","blue"
"KRAA14",144,"hard",595,"control","control",TRUE,1328,"red","red"
"KRAA14",145,"hard",517,"control","alt",FALSE,1649,"blue","red"
"KRAA14",146,"hard",592,"control","control",TRUE,760,"red","red"
"KRAA14",147,"easy",511,"alt","alt",TRUE,608,"blue","blue"
"KRAA14",148,"easy",493,"control","control",TRUE,674,"red","red"
"KRAA14",149,"easy",410,"control","control",TRUE,684,"red","red"
"KRAA14",150,"easy",574,"alt","alt",TRUE,757,"blue","blue"
"KRAA14",151,"hard",478,"control","alt",FALSE,755,"blue","red"
"KRAA14",152,"easy",462,"control","control",TRUE,773,"red","red"
"KRAA14",153,"hard",541,"control","control",TRUE,732,"red","red"
"KRAA14",154,"hard",479,"control","control",TRUE,826,"red","red"
"KRAA14",155,"easy",543,"alt","alt",TRUE,1333,"blue","blue"
"KRAA14",156,"hard",458,"control","control",TRUE,782,"red","red"
"KRAA14",157,"hard",436,"control","control",TRUE,1402,"red","red"
"KRAA14",158,"hard",520,"alt","alt",TRUE,1088,"blue","blue"
"KRAA14",159,"hard",539,"alt","alt",TRUE,1343,"blue","blue"
"KRAA14",160,"easy",542,"alt","alt",TRUE,1194,"blue","blue"
"KRAA14",161,"hard",443,"alt","alt",TRUE,653,"blue","blue"
"KRAA14",162,"hard",563,"control","alt",FALSE,586,"blue","red"
"KRAA14",163,"hard",530,"alt","alt",TRUE,1397,"blue","blue"
"KRAA14",164,"easy",483,"control","control",TRUE,655,"red","red"
"KRAA14",165,"hard",584,"alt","alt",TRUE,1693,"blue","blue"
"KRAA14",166,"hard",554,"control","control",TRUE,958,"red","red"
"KRAA14",167,"hard",575,"control","control",TRUE,656,"red","red"
"KRAA14",168,"hard",541,"control","control",TRUE,787,"red","red"
"KRAA14",169,"easy",412,"alt","alt",TRUE,708,"blue","blue"
"KRAA14",170,"hard",499,"control","control",TRUE,1076,"red","red"
"KRAA14",171,"hard",563,"control","control",TRUE,1098,"red","red"
"KRAA14",172,"easy",521,"alt","alt",TRUE,723,"blue","blue"
"KRAA14",173,"easy",469,"control","control",TRUE,1544,"red","red"
"KRAA14",174,"easy",441,"control","control",TRUE,533,"red","red"
"KRAA14",175,"easy",419,"control","control",TRUE,705,"red","red"
"KRAA14",176,"easy",419,"control","control",TRUE,702,"red","red"
"KRAA14",177,"easy",515,"alt","alt",TRUE,744,"blue","blue"
"KRAA14",178,"easy",530,"control","control",TRUE,1345,"red","red"
"KRAA14",179,"hard",573,"control","control",TRUE,662,"red","red"
"KRAA14",180,"hard",475,"control","alt",FALSE,1376,"blue","red"
"KRAA14",181,"hard",495,"control","alt",FALSE,1587,"blue","red"
"KRAA14",182,"hard",580,"alt","alt",TRUE,869,"blue","blue"
"KRAA14",183,"easy",462,"control","control",TRUE,768,"red","red"
"KRAA14",184,"hard",514,"alt","control",FALSE,982,"red","blue"
"KRAA14",185,"hard",516,"alt","alt",TRUE,1805,"blue","blue"
"KRAA14",186,"easy",410,"control","control",TRUE,1674,"red","red"
"KRAA14",187,"easy",537,"alt","alt",TRUE,1135,"blue","blue"
"KRAA14",188,"hard",403,"control","control",TRUE,672,"red","red"
"KRAA14",189,"easy",572,"control","control",TRUE,1080,"red","red"
"KRAA14",190,"easy",436,"alt","alt",TRUE,888,"blue","blue"
"KRAA14",191,"hard",537,"control","control",TRUE,1849,"red","red"
"KRAA14",192,"hard",566,"control","control",TRUE,1924,"red","red"
"KRAA14",193,"easy",463,"control","control",TRUE,660,"red","red"
"KRAA14",194,"hard",474,"control","control",TRUE,1800,"red","red"
"KRAA14",195,"hard",506,"alt","control",FALSE,1572,"red","blue"
"KRAA14",196,"easy",522,"control","control",TRUE,653,"red","red"
"KRAA14",197,"easy",526,"alt","alt",TRUE,1090,"blue","blue"
"KRAA14",198,"hard",599,"alt","control",FALSE,2138,"red","blue"
"KRAA14",199,"hard",515,"control","control",TRUE,1089,"red","red"
"EROL38",0,"easy",598,"alt","alt",TRUE,698,"blue","blue"
"EROL38",1,"easy",546,"control","control",TRUE,712,"red","red"
"EROL38",2,"easy",453,"control","control",TRUE,870,"red","red"
"EROL38",3,"hard",506,"alt","control",FALSE,1393,"red","blue"
"EROL38",4,"hard",567,"control","control",TRUE,1288,"red","red"
"EROL38",5,"easy",425,"control","control",TRUE,1855,"red","red"
"EROL38",6,"easy",466,"alt","alt",TRUE,715,"blue","blue"
"EROL38",7,"easy",588,"control","control",TRUE,674,"red","red"
"EROL38",8,"easy",413,"alt","alt",TRUE,902,"blue","blue"
"EROL38",9,"hard",545,"alt","alt",TRUE,937,"blue","blue"
"EROL38",10,"easy",409,"control","control",TRUE,589,"red","red"
"EROL38",11,"hard",469,"control","control",TRUE,2558,"red","red"
"EROL38",12,"easy",415,"alt","alt",TRUE,979,"blue","blue"
"EROL38",13,"hard",509,"alt","control",FALSE,1397,"red","blue"
"EROL38",14,"easy",557,"alt","alt",TRUE,877,"blue","blue"
"EROL38",15,"hard",545,"control","control",TRUE,1314,"red","red"
"EROL38",16,"hard",482,"control","control",TRUE,1469,"red","red"
"EROL38",17,"easy",555,"alt","alt",TRUE,839,"blue","blue"
"EROL38",18,"hard",411,"control","control",TRUE,860,"red","red"
"EROL38",19,"easy",582,"alt","alt",TRUE,964,"blue","blue"
"EROL38",20,"easy",437,"control","control",TRUE,718,"red","red"
"EROL38",21,"easy",552,"control","control",TRUE,688,"red","red"
"EROL38",22,"easy",500,"alt","alt",TRUE,704,"blue","blue"
"EROL38",23,"hard",442,"control","control",TRUE,1170,"red","red"
"EROL38",24,"hard",420,"control","control",TRUE,1302,"red","red"
"EROL38",25,"hard",534,"alt","alt",TRUE,734,"blue","blue"
"EROL38",26,"easy",525,"alt","alt",TRUE,734,"blue","blue"
"EROL38",27,"easy",585,"alt","alt",TRUE,585,"blue","blue"
"EROL38",28,"hard",575,"control","control",TRUE,1426,"red","red"
"EROL38",29,"hard",547,"alt","alt",TRUE,1745,"blue","blue"
"EROL38",30,"easy",586,"alt","alt",TRUE,647,"blue","blue"
"EROL38",31,"hard",437,"control","control",TRUE,2710,"red","red"
"EROL38",32,"hard",449,"alt","control",FALSE,1066,"red","blue"
"EROL38",33,"easy",536,"control","control",TRUE,1173,"red","red"
"EROL38",34,"hard",533,"alt","alt",TRUE,1757,"blue","blue"
"EROL38",35,"easy",422,"alt","alt",TRUE,630,"blue","blue"
"EROL38",36,"hard",464,"control","control",TRUE,1572,"red","red"
"EROL38",37,"hard",424,"alt","alt",TRUE,685,"blue","blue"
"EROL38",38,"hard",405,"control","control",TRUE,615,"red","red"
"EROL38",39,"hard",480,"alt","alt",TRUE,1103,"blue","blue"
"EROL38",40,"easy",410,"control","control",TRUE,974,"red","red"
"EROL38",41,"easy",416,"control","control",TRUE,1249,"red","red"
"EROL38",42,"hard",484,"alt","alt",TRUE,713,"blue","blue"
"EROL38",43,"easy",402,"control","control",TRUE,664,"red","red"
"EROL38",44,"hard",450,"alt","alt",TRUE,852,"blue","blue"
"EROL38",45,"easy",479,"control","control",TRUE,577,"red","red"
"EROL38",46,"hard",583,"alt","alt",TRUE,1032,"blue","blue"
"EROL38",47,"easy",435,"control","control",TRUE,703,"red","red"
"EROL38",48,"hard",434,"control","control",TRUE,1883,"red","red"
"EROL38",49,"hard",531,"alt","alt",TRUE,664,"blue","blue"
"EROL38",50,"easy",493,"alt","alt",TRUE,670,"blue","blue"
"EROL38",51,"easy",454,"alt","alt",TRUE,733,"blue","blue"
"EROL38",52,"easy",410,"alt","alt",TRUE,640,"blue","blue"
"EROL38",53,"hard",480,"control","control",TRUE,690,"red","red"
"EROL38",54,"hard",437,"control","control",TRUE,1655,"red","red"
"EROL38",55,"easy",419,"control","control",TRUE,623,"red","red"
"EROL38",56,"easy",481,"control","control",TRUE,665,"red","red"
"EROL38",57,"hard",582,"alt","alt",TRUE,1126,"blue","blue"
"EROL38",58,"hard",466,"alt","control",FALSE,2547,"red","blue"
"EROL38",59,"hard",490,"control","alt",FALSE,779,"blue","red"
"EROL38",60,"hard",571,"alt","control",FALSE,1283,"red","blue"
"EROL38",61,"hard",547,"control","control",TRUE,804,"red","red"
"EROL38",62,"easy",481,"alt","alt",TRUE,637,"blue","blue"
"EROL38",63,"easy",527,"control","control",TRUE,823,"red","red"
"EROL38",64,"hard",529,"control","alt",FALSE,2116,"blue","red"
"EROL38",65,"hard",449,"control","control",TRUE,867,"red","red"
"EROL38",66,"easy",411,"control","control",TRUE,787,"red","red"
"EROL38",67,"easy",577,"control","control",TRUE,1128,"red","red"
"EROL38",68,"hard",516,"alt","alt",TRUE,1001,"blue","blue"
"EROL38",69,"hard",599,"control","control",TRUE,937,"red","red"
"EROL38",70,"easy",485,"alt","alt",TRUE,704,"blue","blue"
"EROL38",71,"easy",546,"control","control",TRUE,1209,"red","red"
"EROL38",72,"easy",538,"alt","alt",TRUE,671,"blue","blue"
"EROL38",73,"easy",522,"control","control",TRUE,970,"red","red"
"EROL38",74,"easy",472,"alt","alt",TRUE,642,"blue","blue"
"EROL38",75,"easy",451,"control","control",TRUE,1205,"red","red"
"EROL38",76,"hard",531,"control","control",TRUE,2193,"red","red"
"EROL38",77,"hard",478,"alt","alt",TRUE,821,"blue","blue"
"EROL38",78,"hard",563,"alt","alt",TRUE,1521,"blue","blue"
"EROL38",79,"hard",548,"alt","alt",TRUE,1738,"blue","blue"
"EROL38",80,"hard",444,"alt","alt",TRUE,3108,"blue","blue"
"EROL38",81,"easy",513,"control","control",TRUE,657,"red","red"
"EROL38",82,"hard",438,"alt","control",FALSE,766,"red","blue"
"EROL38",83,"hard",468,"control","control",TRUE,3466,"red","red"
"EROL38",84,"easy",445,"control","control",TRUE,1222,"red","red"
"EROL38",85,"hard",544,"alt","alt",TRUE,1067,"blue","blue"
"EROL38",86,"easy",511,"control","control",TRUE,681,"red","red"
"EROL38",87,"easy",493,"control","control",TRUE,617,"red","red"
"EROL38",88,"hard",451,"alt","alt",TRUE,936,"blue","blue"
"EROL38",89,"easy",533,"alt","alt",TRUE,752,"blue","blue"
"EROL38",90,"hard",555,"alt","alt",TRUE,1136,"blue","blue"
"EROL38",91,"easy",557,"control","control",TRUE,717,"red","red"
"EROL38",92,"easy",584,"alt","alt",TRUE,724,"blue","blue"
"EROL38",93,"hard",474,"alt","control",FALSE,2772,"red","blue"
"EROL38",94,"easy",588,"alt","alt",TRUE,854,"blue","blue"
"EROL38",95,"hard",443,"control","control",TRUE,935,"red","red"
"EROL38",96,"easy",446,"alt","alt",TRUE,688,"blue","blue"
"EROL38",97,"hard",561,"control","control",TRUE,1544,"red","red"
"EROL38",98,"hard",563,"control","control",TRUE,873,"red","red"
"EROL38",99,"hard",542,"control","control",TRUE,1113,"red","red"
"EROL38",100,"easy",444,"control","control",TRUE,759,"red","red"
"EROL38",101,"hard",479,"control","control",TRUE,896,"red","red"
"EROL38",102,"easy",585,"control","control",TRUE,759,"red","red"
"EROL38",103,"easy",432,"alt","alt",TRUE,664,"blue","blue"
"EROL38",104,"hard",464,"control","alt",FALSE,1273,"blue","red"
"EROL38",105,"easy",412,"control","control",TRUE,628,"red","red"
"EROL38",106,"hard",570,"alt","alt",TRUE,584,"blue","blue"
"EROL38",107,"hard",433,"control","control",TRUE,1057,"red","red"
"EROL38",108,"easy",441,"alt","alt",TRUE,608,"blue","blue"
"EROL38",109,"hard",589,"control","control",TRUE,1106,"red","red"
"EROL38",110,"hard",443,"alt","alt",TRUE,876,"blue","blue"
"EROL38",111,"easy",465,"alt","alt",TRUE,925,"blue","blue"
"EROL38",112,"easy",506,"alt","alt",TRUE,686,"blue","blue"
"EROL38",113,"easy",546,"alt","alt",TRUE,2093,"blue","blue"
"EROL38",114,"easy",597,"control","control",TRUE,623,"red","red"
"EROL38",115,"easy",411,"alt","alt",TRUE,786,"blue","blue"
"EROL38",116,"easy",504,"control","control",TRUE,662,"red","red"
"EROL38",117,"easy",508,"control","control",TRUE,1166,"red","red"
"EROL38",118,"hard",465,"alt","alt",TRUE,917,"blue","blue"
"EROL38",119,"hard",545,"alt","alt",TRUE,1336,"blue","blue"
"EROL38",120,"easy",422,"control","control",TRUE,719,"red","red"
"EROL38",121,"hard",583,"control","alt",FALSE,805,"blue","red"
"EROL38",122,"hard",542,"alt","alt",TRUE,888,"blue","blue"
"EROL38",123,"hard",512,"control","alt",FALSE,1838,"blue","red"
"EROL38",124,"hard",493,"control","control",TRUE,2093,"red","red"
"EROL38",125,"hard",486,"alt","alt",TRUE,2208,"blue","blue"
"EROL38",126,"hard",527,"alt","alt",TRUE,661,"blue","blue"
"EROL38",127,"hard",529,"control","control",TRUE,711,"red","red"
"EROL38",128,"hard",540,"control","control",TRUE,1522,"red","red"
"EROL38",129,"hard",563,"alt","alt",TRUE,758,"blue","blue"
"EROL38",130,"easy",408,"alt","alt",TRUE,639,"blue","blue"
"EROL38",131,"easy",408,"control","control",TRUE,807,"red","red"
"EROL38",132,"easy",442,"alt","alt",TRUE,568,"blue","blue"
"EROL38",133,"hard",444,"control","alt",FALSE,822,"blue","red"
"EROL38",134,"hard",490,"control","control",TRUE,1152,"red","red"
"EROL38",135,"hard",490,"control","control",TRUE,1072,"red","red"
"EROL38",136,"easy",507,"control","control",TRUE,1219,"red","red"
"EROL38",137,"hard",442,"control","control",TRUE,630,"red","red"
"EROL38",138,"easy",459,"control","control",TRUE,830,"red","red"
"EROL38",139,"easy",401,"control","control",TRUE,589,"red","red"
"EROL38",140,"easy",428,"alt","alt",TRUE,599,"blue","blue"
"EROL38",141,"easy",498,"alt","alt",TRUE,650,"blue","blue"
"EROL38",142,"easy",548,"alt","alt",TRUE,616,"blue","blue"
"EROL38",143,"hard",560,"control","alt",FALSE,698,"blue","red"
"EROL38",144,"hard",400,"alt","alt",TRUE,811,"blue","blue"
"EROL38",145,"easy",413,"alt","alt",TRUE,1625,"blue","blue"
"EROL38",146,"easy",575,"alt","alt",TRUE,720,"blue","blue"
"EROL38",147,"hard",578,"alt","alt",TRUE,1293,"blue","blue"
"EROL38",148,"hard",591,"control","alt",FALSE,750,"blue","red"
"EROL38",149,"easy",447,"alt","alt",TRUE,660,"blue","blue"
"EROL38",150,"easy",550,"control","control",TRUE,648,"red","red"
"EROL38",151,"hard",531,"alt","alt",TRUE,747,"blue","blue"
"EROL38",152,"easy",556,"control","control",TRUE,767,"red","red"
"EROL38",153,"hard",445,"alt","alt",TRUE,751,"blue","blue"
"EROL38",154,"easy",456,"control","control",TRUE,569,"red","red"
"EROL38",155,"hard",404,"control","alt",FALSE,2172,"blue","red"
"EROL38",156,"hard",461,"alt","alt",TRUE,657,"blue","blue"
"EROL38",157,"hard",523,"control","alt",FALSE,1823,"blue","red"
"EROL38",158,"hard",435,"control","control",TRUE,1053,"red","red"
"EROL38",159,"easy",600,"alt","alt",TRUE,725,"blue","blue"
"EROL38",160,"easy",500,"alt","alt",TRUE,1487,"blue","blue"
"EROL38",161,"easy",433,"alt","alt",TRUE,666,"blue","blue"
"EROL38",162,"easy",473,"control","control",TRUE,622,"red","red"
"EROL38",163,"easy",531,"alt","alt",TRUE,558,"blue","blue"
"EROL38",164,"easy",556,"alt","alt",TRUE,561,"blue","blue"
"EROL38",165,"easy",476,"alt","alt",TRUE,949,"blue","blue"
"EROL38",166,"hard",560,"control","alt",FALSE,2569,"blue","red"
"EROL38",167,"hard",407,"control","control",TRUE,693,"red","red"
"EROL38",168,"hard",484,"control","control",TRUE,1064,"red","red"
"EROL38",169,"easy",424,"control","control",TRUE,1261,"red","red"
"EROL38",170,"hard",472,"alt","alt",TRUE,2340,"blue","blue"
"EROL38",171,"easy",551,"alt","alt",TRUE,623,"blue","blue"
"EROL38",172,"easy",451,"alt","alt",TRUE,756,"blue","blue"
"EROL38",173,"easy",544,"alt","alt",TRUE,784,"blue","blue"
"EROL38",174,"easy",573,"alt","alt",TRUE,538,"blue","blue"
"EROL38",175,"hard",451,"control","control",TRUE,515,"red","red"
"EROL38",176,"hard",473,"alt","control",FALSE,1441,"red","blue"
"EROL38",177,"hard",531,"control","control",TRUE,571,"red","red"
"EROL38",178,"hard",449,"control","control",TRUE,1414,"red","red"
"EROL38",179,"hard",441,"control","alt",FALSE,1024,"blue","red"
"EROL38",180,"hard",494,"alt","alt",TRUE,1004,"blue","blue"
"EROL38",181,"hard",432,"control","control",TRUE,1998,"red","red"
"EROL38",182,"easy",538,"control","control",TRUE,705,"red","red"
"EROL38",183,"easy",484,"control","control",TRUE,975,"red","red"
"EROL38",184,"easy",494,"control","control",TRUE,1310,"red","red"
"EROL38",185,"easy",506,"control","control",TRUE,697,"red","red"
"EROL38",186,"easy",552,"control","control",TRUE,692,"red","red"
"EROL38",187,"easy",451,"alt","alt",TRUE,654,"blue","blue"
"EROL38",188,"easy",558,"alt","alt",TRUE,535,"blue","blue"
"EROL38",189,"easy",516,"alt","alt",TRUE,1096,"blue","blue"
"EROL38",190,"easy",425,"control","control",TRUE,680,"red","red"
"EROL38",191,"hard",420,"alt","control",FALSE,4155,"red","blue"
"EROL38",192,"hard",530,"alt","alt",TRUE,2636,"blue","blue"
"EROL38",193,"easy",469,"control","control",TRUE,719,"red","red"
"EROL38",194,"easy",446,"control","control",TRUE,1023,"red","red"
"EROL38",195,"hard",402,"alt","alt",TRUE,1251,"blue","blue"
"EROL38",196,"hard",571,"alt","alt",TRUE,764,"blue","blue"
"EROL38",197,"hard",562,"alt","alt",TRUE,1019,"blue","blue"
"EROL38",198,"hard",444,"control","control",TRUE,1006,"red","red"
"EROL38",199,"hard",400,"alt","control",FALSE,1534,"red","blue"
