"participant" "block" "trial" "screenID" "setsize" "nTarget" "nDistractor" "layout" "colorCon" "radius" "cueType" "cueColor" "condition" "ratio" "correct" "acc" "RT" "response"
"3157" 21 1 13 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 1483 "arrowup"
"3158" 21 1 14 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 1350 "arrowup"
"3159" 21 1 15 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 2412 "arrowup"
"3160" 21 1 17 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 1282 "arrowup"
"3161" 21 1 18 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 1551 "arrowdown"
"3162" 21 1 19 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 1681 "arrowdown"
"3163" 21 1 20 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 1666 "arrowdown"
"3164" 21 1 21 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 1731 "arrowup"
"3165" 21 1 22 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 1234 "arrowup"
"3166" 21 1 23 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 904 "arrowup"
"3167" 21 1 24 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 792 "arrowdown"
"3168" 21 1 25 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 1627 "arrowup"
"3169" 21 1 26 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 1548 "arrowup"
"3170" 21 1 27 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 2873 "arrowup"
"3171" 21 1 28 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 1606 "arrowdown"
"3172" 21 1 29 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 1638 "arrowup"
"3173" 21 1 30 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 1204 "arrowup"
"3174" 21 1 31 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 915 "arrowup"
"3175" 21 1 32 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 1017 "arrowup"
"3176" 21 1 33 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 1905 "arrowup"
"3177" 21 1 34 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 2521 "arrowdown"
"3178" 21 1 35 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 1655 "arrowdown"
"3179" 21 1 37 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 2370 "arrowup"
"3180" 21 1 38 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 1934 "arrowdown"
"3181" 21 1 39 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 1446 "arrowup"
"3182" 21 1 40 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 913 "arrowdown"
"3183" 21 1 41 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 1999 "arrowdown"
"3184" 21 1 42 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 1094 "arrowup"
"3185" 21 1 43 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 1383 "arrowup"
"3186" 21 1 44 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 1480 "arrowup"
"3187" 21 1 45 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 2653 "arrowup"
"3188" 21 1 46 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 1428 "arrowdown"
"3189" 21 1 47 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 778 "arrowup"
"3190" 21 1 48 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 1199 "arrowup"
"3191" 21 1 49 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 1250 "arrowup"
"3192" 21 1 50 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 2114 "arrowup"
"3193" 21 1 51 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 951 "arrowdown"
"3194" 21 1 52 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 2126 "arrowdown"
"3195" 21 1 53 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 1296 "arrowup"
"3196" 21 1 54 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 1274 "arrowup"
"3197" 21 1 55 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 1289 "arrowup"
"3198" 21 1 56 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 1138 "arrowdown"
"3199" 21 1 57 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 1211 "arrowdown"
"3200" 21 1 58 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 917 "arrowup"
"3201" 21 1 59 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 1630 "arrowup"
"3202" 21 2 0 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 943 "arrowdown"
"3203" 21 2 1 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 2145 "arrowdown"
"3204" 21 2 2 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 1924 "arrowdown"
"3205" 21 2 3 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 2737 "arrowup"
"3206" 21 2 4 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 773 "arrowdown"
"3207" 21 2 5 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 984 "arrowdown"
"3208" 21 2 6 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 2165 "arrowup"
"3209" 21 2 7 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 1064 "arrowdown"
"3210" 21 2 9 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 2054 "arrowup"
"3211" 21 2 12 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 2439 "arrowdown"
"3212" 21 2 13 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 677 "arrowdown"
"3213" 21 2 14 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 1274 "arrowdown"
"3214" 21 2 15 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 1244 "arrowdown"
"3215" 21 2 16 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 634 "arrowdown"
"3216" 21 2 18 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 914 "arrowdown"
"3217" 21 2 19 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 2047 "arrowdown"
"3218" 21 2 20 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 1991 "arrowdown"
"3219" 21 2 21 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 2545 "arrowup"
"3220" 21 2 22 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 1113 "arrowup"
"3221" 21 2 23 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 2818 "arrowup"
"3222" 21 2 24 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 2670 "arrowup"
"3223" 21 2 25 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 1607 "arrowup"
"3224" 21 2 26 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 1040 "arrowup"
"3225" 21 2 27 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 2967 "arrowdown"
"3226" 21 2 28 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 2354 "arrowup"
"3227" 21 2 29 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 1173 "arrowup"
"3228" 21 2 30 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 2674 "arrowup"
"3229" 21 2 31 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 649 "arrowup"
"3230" 21 2 32 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 1004 "arrowdown"
"3231" 21 2 33 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 758 "arrowup"
"3232" 21 2 34 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 2116 "arrowdown"
"3233" 21 2 35 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 1619 "arrowdown"
"3234" 21 2 36 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 2518 "arrowup"
"3235" 21 2 37 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 2256 "arrowdown"
"3236" 21 2 38 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 1486 "arrowup"
"3237" 21 2 39 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 1975 "arrowup"
"3238" 21 2 40 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 1761 "arrowup"
"3239" 21 2 41 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 996 "arrowup"
"3240" 21 2 42 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 673 "arrowup"
"3241" 21 2 43 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 2440 "arrowdown"
"3242" 21 2 44 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 1063 "arrowup"
"3243" 21 2 46 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 915 "arrowup"
"3244" 21 2 47 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 2054 "arrowup"
"3245" 21 2 48 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 2339 "arrowdown"
"3246" 21 2 49 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 1771 "arrowdown"
"3247" 21 2 50 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 2625 "arrowdown"
"3248" 21 2 51 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 1875 "arrowup"
"3249" 21 2 52 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 2548 "arrowup"
"3250" 21 2 53 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 876 "arrowdown"
"3251" 21 2 54 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 1159 "arrowup"
"3252" 21 2 55 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 1115 "arrowup"
"3253" 21 2 56 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 2061 "arrowup"
"3254" 21 2 57 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 1093 "arrowup"
"3255" 21 2 58 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 0 2900 "arrowup"
"3256" 21 2 59 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 1016 "arrowup"
"3257" 22 0 0 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 1167 "arrowup"
"3258" 22 0 1 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 2634 "arrowdown"
"3259" 22 0 2 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 2093 "arrowup"
"3260" 22 0 4 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 2298 "arrowup"
"3261" 22 0 6 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 2596 "arrowup"
"3262" 22 0 7 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 0 2127 "arrowdown"
"3263" 22 0 8 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 2467 "arrowup"
"3264" 22 0 9 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 941 "arrowup"
"3265" 22 0 10 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 2164 "arrowdown"
"3266" 22 0 11 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 2707 "arrowup"
"3267" 22 0 12 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 2418 "arrowdown"
"3268" 22 0 13 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 1520 "arrowup"
"3269" 22 0 14 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 816 "arrowup"
"3270" 22 0 15 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 2871 "arrowup"
"3271" 22 0 16 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 899 "arrowdown"
"3272" 22 0 17 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 2201 "arrowdown"
"3273" 22 0 18 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 1456 "arrowup"
"3274" 22 0 19 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 2500 "arrowdown"
"3275" 22 0 21 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 1177 "arrowup"
"3276" 22 0 23 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 1737 "arrowup"
"3277" 22 0 25 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 1699 "arrowup"
"3278" 22 0 27 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 1867 "arrowup"
"3279" 22 0 29 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 2209 "arrowup"
"3280" 22 0 31 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 2794 "arrowdown"
"3281" 22 0 33 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 2102 "arrowdown"
"3282" 22 0 34 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 1566 "arrowup"
"3283" 22 0 35 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 2536 "arrowup"
"3284" 22 0 36 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 1477 "arrowdown"
"3285" 22 0 37 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 1249 "arrowup"
"3286" 22 0 38 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 1704 "arrowup"
"3287" 22 0 39 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 1219 "arrowup"
"3288" 22 0 40 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 1668 "arrowup"
"3289" 22 0 45 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 2050 "arrowdown"
"3290" 22 0 48 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 2225 "arrowdown"
"3291" 22 0 49 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 1978 "arrowdown"
"3292" 22 0 50 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 1654 "arrowup"
"3293" 22 0 51 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 1660 "arrowdown"
"3294" 22 0 52 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 1303 "arrowup"
"3295" 22 0 53 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 1907 "arrowup"
"3296" 22 0 55 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 1083 "arrowup"
"3297" 22 0 56 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 2956 "arrowdown"
"3298" 22 0 58 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 2097 "arrowdown"
"3299" 22 1 0 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 1460 "arrowdown"
"3300" 22 1 1 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 1641 "arrowup"
"3301" 22 1 2 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 991 "arrowup"
"3302" 22 1 3 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 2539 "arrowup"
"3303" 22 1 4 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 1151 "arrowdown"
"3304" 22 1 5 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 1449 "arrowdown"
"3305" 22 1 6 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 982 "arrowdown"
"3306" 22 1 7 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 2067 "arrowdown"
"3307" 22 1 8 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 2658 "arrowup"
"3308" 22 1 9 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 1979 "arrowdown"
"3309" 22 1 11 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 1394 "arrowup"
"3310" 22 1 12 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 1169 "arrowup"
"3311" 22 1 13 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 1420 "arrowdown"
"3312" 22 1 14 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 2098 "arrowdown"
"3313" 22 1 15 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 2292 "arrowdown"
"3314" 22 1 16 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 2255 "arrowup"
"3315" 22 1 17 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 1654 "arrowdown"
"3316" 22 1 18 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 816 "arrowdown"
"3317" 22 1 19 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 1376 "arrowdown"
"3318" 22 1 20 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 1997 "arrowup"
"3319" 22 1 21 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 1686 "arrowdown"
"3320" 22 1 22 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 1278 "arrowup"
"3321" 22 1 23 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 1472 "arrowup"
"3322" 22 1 24 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 1013 "arrowdown"
"3323" 22 1 25 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 1545 "arrowdown"
"3324" 22 1 26 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 2140 "arrowup"
"3325" 22 1 27 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 1540 "arrowup"
"3326" 22 1 28 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 2105 "arrowup"
"3327" 22 1 29 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 1234 "arrowdown"
"3328" 22 1 30 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 0 2016 "arrowdown"
"3329" 22 1 31 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 962 "arrowdown"
"3330" 22 1 32 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 2284 "arrowup"
"3331" 22 1 33 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 847 "arrowup"
"3332" 22 1 34 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 2044 "arrowdown"
"3333" 22 1 35 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 999 "arrowdown"
"3334" 22 1 36 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 1358 "arrowdown"
"3335" 22 1 37 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 1696 "arrowup"
"3336" 22 1 38 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 2805 "arrowdown"
"3337" 22 1 39 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 2137 "arrowup"
"3338" 22 1 40 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 1842 "arrowdown"
"3339" 22 1 41 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 890 "arrowup"
"3340" 22 1 42 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 1591 "arrowdown"
"3341" 22 1 43 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 1225 "arrowup"
"3342" 22 1 44 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 1440 "arrowdown"
"3343" 22 1 45 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 1916 "arrowdown"
"3344" 22 1 46 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 1280 "arrowup"
"3345" 22 1 47 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 1041 "arrowup"
"3346" 22 1 48 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 1477 "arrowdown"
"3347" 22 1 49 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 1249 "arrowdown"
"3348" 22 1 50 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 1785 "arrowup"
"3349" 22 1 51 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 1148 "arrowdown"
"3350" 22 1 52 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 1564 "arrowdown"
"3351" 22 1 53 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 2545 "arrowup"
"3352" 22 1 54 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 1557 "arrowup"
"3353" 22 1 55 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 1342 "arrowdown"
"3354" 22 1 56 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 1625 "arrowup"
"3355" 22 1 57 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 1173 "arrowup"
"3356" 22 1 58 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 2201 "arrowdown"
"3357" 22 1 59 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 1789 "arrowdown"
"3358" 22 2 0 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "negative" "even" "arrowup" 1 2506 "arrowup"
"3359" 22 2 1 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "negative" "even" "arrowdown" 1 1674 "arrowdown"
"3360" 22 2 2 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "negative" "even" "arrowdown" 1 1373 "arrowdown"
"3361" 22 2 4 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "negative" "even" "arrowup" 1 1280 "arrowup"
"3362" 22 2 6 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "negative" "even" "arrowdown" 1 1362 "arrowdown"
"3363" 22 2 7 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "negative" "even" "arrowdown" 1 2662 "arrowdown"
"3364" 22 2 8 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "negative" "even" "arrowdown" 1 2426 "arrowdown"
"3365" 22 2 9 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "negative" "even" "arrowup" 1 1240 "arrowup"
"3366" 22 2 10 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "negative" "even" "arrowdown" 1 1371 "arrowdown"
