"id" "isAdaptive" "prop_correct" "K" "dprime" "crit"
"61" "l4ag8ynavse9y8u" "yes" 0.636438492063492 2.18301587301587 0.892765965343828 -0.706669389475718
"62" "lcgrvyp5yr08rsw" "no" 0.651111111111111 2.41777777777778 1.21524668153959 0.96608213402099
"63" "lf6751lbvey1nby" "yes" 0.695555555555556 3.12888888888889 1.02799162121983 -0.0954601994947765
"64" "lohjh3w82jk6svj" "no" 0.571111111111111 1.13777777777778 0.612436305636304 1.04141072475673
"65" "m1pylkqs4j6mpws" "yes" 0.757777777777778 4.12444444444444 1.40264597532385 0.0783972644518375
"66" "m9wllmtmtjbqm31" "yes" 0.675555555555555 2.80888888888889 0.93133750676687 -0.212321650247635
"67" "mgjbtxqob5tbocw" "no" 0.771111111111111 4.33777777777778 1.71639393995377 0.546874590332746
"68" "ml5m61h8zexsqoo" "yes" 0.664444444444444 2.63111111111111 0.85192502402555 0.0793585765010764
"69" "mnaq55absk1pebb" "yes" 0.677777777777778 2.84444444444444 0.928147444208852 -0.105614928853232
"70" "mvrquo6jk7q3ppg" "no" 0.728888888888889 3.66222222222222 1.33221750349863 0.424249065950224
"71" "mz3upa2bwmlpbnq" "yes" 0.793333333333333 4.69333333333333 1.63613311749954 0.00778396631121492
"72" "nf2r3udm69461ys" "yes" 0.697777777777778 3.16444444444444 1.07133287227172 0.259242171796324
"73" "ngk8na7ugyz4pdf" "no" 0.564444444444445 1.03111111111111 0.594788967871077 1.10767707637409
"74" "o8a5ns4le9clztn" "no" 0.568888888888889 1.10222222222222 0.351509224101321 0.159042979051912
"75" "oblr98lh290b254" "no" 0.702222222222222 3.23555555555556 1.18763260708917 0.476572261006612
"76" "obqo9d31nszsld0" "yes" 0.808888888888889 4.94222222222222 1.7497175458053 -0.0490082478416635
"77" "obvmrvzt1rh12c1" "yes" 0.835555555555556 5.36888888888889 1.99241019044127 0.201296487288452
"78" "ofc7gdetsgtsn80" "yes" 0.722222222222222 3.55555555555556 1.1864661013022 -0.113069512188986
"79" "oj2mhv49z7zyrso" "yes" 0.62 1.92 0.613987569255683 0.0994120348787726
"80" "olzp8j7uzhwlphf" "no" 0.573333333333333 1.17333333333333 0.384047065207379 0.275675266510819
"81" "p8fto39mt6ejax2" "yes" 0.724444444444444 3.59111111111111 1.19900589590013 0.106799614890023
"82" "p8yd0obtba8swl0" "yes" 0.835555555555556 5.36888888888889 1.95302318849823 0.0179462889606394
"83" "pc5g2scuesml5cb" "no" 0.744444444444444 3.91111111111111 1.39013842496339 0.336610419230502
"84" "pgmb90rolfo5w1o" "no" 0.711111111111111 3.37777777777778 1.37548390456034 0.659886925294714
"85" "pv4118xs5lbqydz" "yes" 0.613333333333333 1.81333333333333 0.578534159819812 -0.0930553462647224
"86" "pvlu1ak8juzev1a" "yes" 0.66 2.56 0.848903970713798 -0.239584957737456
"87" "q2x0v1a8me5oadq" "no" 0.648888888888889 2.38222222222222 0.804324111647666 0.318510321916704
"88" "qfs5jrgausbedsh" "yes" 0.673333333333333 2.77333333333333 0.938255739175956 0.295581804198409
"89" "qt948gzo1x5v0u9" "no" 0.554355158730159 0.869682539682539 0.281438820073137 0.24160301613806
"90" "r0a4vecvk4re453" "no" 0.824444444444444 5.19111111111111 1.89636878601426 0.183474719220745
"91" "r1r4pan5szqx6zn" "yes" 0.6 1.6 0.510791491314817 -0.12692668051722
"92" "rz84bmpkkkhm4sf" "no" 0.624444444444444 1.99111111111111 1.12492110554001 1.09326318538877
"93" "sahqc1k7cmp86md" "yes" 0.693333333333333 3.09333333333333 1.01463158880585 -0.0887801832877874
